path,name,street,postal_code,city,telephone
/hausarzt/bad-muenstereifel/dr-thomas-kleinfeld-7663,Dr. Thomas Kleinfeld,Von-Ayx-Straße 1,53902,Bad Münstereifel,02253 6063
/hausarzt/rheda-wiedenbrueck/praxis-m-abou-zeidan-rheda-wiedenbrck,Praxis M. Abou Zeidan,Marienstraße 7 ,33378,Rheda-Wiedenbrück,05242 902966
/hausarzt/zossen/herr-andreas-leese-zossen,Herr Andreas Leese,Berliner Allee 28 ,15806,Zossen,033702 66376
/arzt/erkrath/frau-dr-med-maria-rita-langhorst-erkrath,Frau Dr. med. Maria-Rita Langhorst,Ziegeleiweg 2 ,40699,Erkrath,02104 803398
/arzt/apolda/dr-med-stefan-teweleit-fa-innere-medizin-apolda,"Dr. med. Stefan Teweleit, FA Innere Medizin",Hermstedter Str. 6 ,99510,Apolda,03644 554476
/hausarzt/bad/herr-dr-med-rainer-eisele-bad,Herr Dr. med. Rainer Eisele,Elisabeth-Achler-Straße 3 ,88339,Bad,07524 1800
/hausarzt/ehingen-donau/goetz-kitzig-2066,Götz Kitzig,Hauptstraße 68,89584,Ehingen (Donau),07391 53114
/hausarzt/gardelegen/diplmed-andreas-brendtner-gardelegen,Dipl.med. Andreas Brendtner,Am Burgwall 1 ,39638,Gardelegen,03907 2524
/hausarzt/geisenheim/dr-karin-pogorzalek-schibalski-geisenheim,Dr Karin Pogorzalek-Schibalski,Hintergasse 2 ,65366,Geisenheim,06722 5630
/hausarzt/muensingen/drmed-martin-brndle-mnsingen,Dr.med. Martin Brändle,Hauptstraße 51 ,72525,Münsingen,07381 69274
/hausarzt/paderborn/frau-dr-med-carla-gottschalg-paderborn,Frau Dr. med. Carla Gottschalg,Kaukenberg 25 ,33100,Paderborn,05251 670333
/arzt/eberbach/dr-dietger-schwittayy-eberbach,Dr. Dietger Schwittayy,Bahnhofspl. 7/2 OG ,69412,Eberbach,06271 2276
/hausarzt/landsberg/frau-dr-med-doreen-langer-landsberg,Frau Dr. med. Doreen Langer,Merseburger Str. 1b ,06188,Landsberg,034602 20011
/hausarzt/wanzleben-boerde/herr-dr-med-ernst-schoof-wanzleben-brde,Herr Dr. med. Ernst Schoof,Große Gartenstraße 12 ,39164,Wanzleben-Börde,039209 42111
/hautarzt/baunatal/frau-dr-med-regina-hahn-baunatal,Frau Dr. med. Regina Hahn,Stettiner Str. 5 ,34225,Baunatal,0561 76640350
/hausarzt/bad-rappenau/anna-friederike-hund,Anna Friederike Hund,Einsteinstraße 2,74906,Bad Rappenau,07066 7001
/hausarzt/eisleben/luminita-gutu-fachrztin-fr-inner-medizin-hausrztin-eisleben,Luminita Gutu Fachärztin für Inner Medizin / Hausärztin,Freistraße 1-3 ,06295,Eisleben,03475 711677
/hausarzt/erfurt/dipl-med-heike-hanke-fachaerztin-f-allgemeinmedizin-3347,,,,,
/hausarzt/flensburg/frau-dr-med-ingrid-muhs-flensburg,Frau Dr. med. Ingrid Muhs,Südermarkt 1 ,24937,Flensburg,0461 17511
/arzt/bernau-bei-berlin/frau-dipl-med-carola-becher,Frau Dipl.-Med. Carola Becher,Ladeburger Str. 21,16321,Bernau bei Berlin,03338 38409
/hausarzt/bramsche/herr-dr-medic-imf-klausenburg-gavrila-urlea-albert-bramsche,Herr Dr. medic. (IMF Klausenburg) Gavrila Urlea-Albert,Lutterdamm 13A ,49565,Bramsche,05461 3933
/hausarzt/frankfurt/frau-dr-med-gabriele-federlein-frankfurt,Frau Dr. med. Gabriele Federlein,Baumschulenweg 1C ,15236,Frankfurt,0335 504626
/hausarzt/bruehl/frau-eugenie-peters-brhl,Frau Eugenie Peters,Uhlstraße 59 ,50321,Brühl,02232 42800
/hausarzt/coswig/dipl-med-maren-schumann-coswig,Dipl.-Med. Maren Schumann,Puschkinstraße 37 ,06869,Coswig,034903 599600
/hausarzt/quakenbrueck/frau-dorothee-otte-bick-quakenbrck,Frau Dorothee Otte-Bick,Lange Str. 29 ,49610,Quakenbrück,05431 5550
/zahnarzt/asslar/herr-dr-ulrich-muskat-alar,Herr Dr. Ulrich Muskat,Schulstraße 52 ,35614,Aßlar,06441 88285
/zahnarzt/langelsheim/frau-dr-iris-westermann-langelsheim,Frau Dr. Iris Westermann,August-Grotehenne-Straße 17 ,38685,Langelsheim,05326 8062
/hausarzt/blankenburg-harz/dipl-med-rene-giesel-5452,Dipl.-Med. Rene Giesel,Ludwig-Rudolf-Straße 2,38889,Blankenburg (Harz),03944 364972
/hausarzt/hilchenbach/frau-angela-hartnack-hilchenbach,Frau Angela Hartnack,Bruchstraße 10 ,57271,Hilchenbach,02733 4040
/arzt/landau/dr-med-bettina-eckhardt-landau,Dr. med. Bettina Eckhardt,Marienpl. 11 ,94405,Landau,09951 6900410
/hausarzt/borken/drmed-pler-bernhard-borken,Dr.med. Päßler Bernhard,Brinkstraße 16 ,46325,Borken,02861 65044
/hausarzt/braunschweig/dr-med-saman-c-atugoda-braunschweig,Dr. med. Saman C. Atugoda,Dessaustraße 7 ,38124,Braunschweig,0531 18770
/hausarzt/altdorf/internistische-praxis-dr-brix-fischer-und-langer-altdorf,Internistische Praxis Dr. Brix Fischer und Langer,Röderstraße 6 ,90518,Altdorf,09187 951050
/zahnarzt/ansbach/dr-med-dent-hubert-gradl-ansbach,Dr. med. dent. Hubert Gradl,Johann-Sebastian-Bach-Platz 7 ,91522,Ansbach,0981 2449
/hausarzt/oehringen/dr-maria-arabela-lupu,Dr. Maria-Arabela Lupu ,Karlsvorstadt 10,74613,Öhringen,07941 7838
/hausarzt/angermuende/frau-dr-med-ursel-jarchow-angermnde,Frau Dr. med. Ursel Jarchow,Am Friedenspark 1 ,16278,Angermünde,03331 298168
/hausarzt/herzogenrath/dr-med-gabriele-schmeitz-herzogenrath,Dr. med. Gabriele Schmeitz,Markt 22 ,52134,Herzogenrath,02407 4888
/hausarzt/bobingen/hausarzt-praxis-herr-alexander-eisinger-9087,,,,,
/hausarzt/frankenbergsachsen/herr-dr-med-bernd-hckel-frankenbergsachsen,Herr Dr. med. Bernd Häckel,Äußere Freiberger Str. 2 ,09669,Frankenberg/Sachsen,037206 880891
/hausarzt/froendenbergruhr/herr-herbert-constapel-frndenbergruhr,Herr Herbert Constapel,Im Stift 14 ,58730,Fröndenberg/Ruhr,02373 70089
/hausarzt/bad-wildungen/dr-med-anneli-freitag-schickram,Dr. med. Anneli Freitag-Schickram,Brunnenallee 8,34537,Bad Wildungen,05621 4551
/hausarzt/herne/kerstin-fritz-herne,Kerstin Fritz,Gerichtsstraße 8 ,44649,Herne,02325 795462
/arzt/finsterwalde/dr-med-astrid-knfel-finsterwalde,Dr. med. Astrid Knöfel,August-Bebel-Straße 2 ,03238,Finsterwalde,03531 3119
/hausarzt/boeblingen/dr-iavorschi-bblingen,Dr. Iavorschi,Berliner Str. 35 ,71034,Böblingen,07031 25083
/hausarzt/loerrach/allgemeinpraxis-clas-lrrach,Allgemeinpraxis Clas,Tumringer Str. 192 ,79539,Lörrach,07621 44600
/arzt/esslingen-am-neckar/herr-dr-med-stefan-waldenmaier,Herr Dr. med. Stefan Waldenmaier,Katharinenstraße 44,73728,Esslingen am Neckar,0711 313800
/hausarzt/cloppenburg/drmed-holger-laing-cloppenburg,Dr.med. Holger Laing,Am Capitol 6 ,49661,Cloppenburg,04471 3571
/hausarzt/biedenkopf/olessja-mrz-praxis-fr-allgemeinmedizin-biedenkopf,Olessja März Praxis für Allgemeinmedizin,Lindenstraße 2 ,35216,Biedenkopf,06461 5711
/hausarzt/geilenkirchen/herr-dr-med-mathias-jansen-geilenkirchen,Herr Dr. med. Mathias Jansen,Gerhard-Schümmer-Straße 4 ,52511,Geilenkirchen,02451 7844
/zahnarzt/bad/herr-dr-ernst-georg-schwerdtfeger-bad,Herr Dr. Ernst-Georg Schwerdtfeger,Bahnhofstraße 11 ,34454,Bad Arolsen,05691 4973
/zahnarzt/frankenbergsachsen/dr-med-dent-sybille-wetzig-frankenbergsachsen,Dr. med. dent. Sybille Wetzig,Albert-Schweitzer-Straße 23 ,09669,Frankenberg/Sachsen,037206 889880
/hausarzt/plochingen/dr-kathrin-herre-plochingen,Dr. Kathrin Herre,Am Fischbrunnen 2 ,73207,Plochingen,07153 21775
/arzt/gaggenau/herr-dr-med-till-grtschla-gaggenau,Herr Dr. med. Till Grötschla,Murgtalstraße 26 ,76571,Gaggenau,07225 97370
/augenarzt/weisswasseroberlausitz/dr-med-birgit-mder-weiwasseroberlausitz,Dr. med. Birgit Mäder,Tiergartenstraße 1 ,02943,Weißwasser/Oberlausitz,03576 28440
/hausarzt/jueterbog/dr-kerstin-hckert-jterbog,Dr. Kerstin Höckert,Pferdestraße 38 ,14913,Jüterbog,03372 405412
/arzt/katzhuette/drmed-gudrun-kolitsch-fachrztin-fr-innere-medizin-und-rheumatologie-katzhtte,Dr.med. Gudrun Kolitsch Fachärztin für Innere Medizin und Rheumatologie,Oelzer Str. 12 ,98746,Katzhütte,036781 31111
/frauenarzt/muenster/drmed-jens-quakernack-facharzt-fr-frauenheilkunde-geburtshilfe-mnster,Dr.med. Jens Quakernack Facharzt für Frauenheilkunde Geburtshilfe,Hohenzollernring 59 ,48145,Münster,0251 393024
/hausarzt/esslingen-am-neckar/frau-dr-med-elena-samorej-1107,Frau Dr. med. Elena Samorej,Schurwaldstraße 19,73734,Esslingen am Neckar,0711 3451444
/hausarzt/heinsberg/herr-dr-med-ekkehart-walter-heinsberg,Herr Dr. med. Ekkehart Walter,Gangolfusstraße 34 ,52525,Heinsberg,02452 5094
